Date,Province_State,Cases,Deaths,New Cases,New Deaths
2020-06-19,Oregon,6572,188,206,1
2020-06-20,Oregon,6750,189,178,1
2020-06-21,Oregon,6937,190,187,1
2020-06-22,Oregon,7083,192,146,2
2020-06-23,Oregon,7274,192,191,0
2020-06-24,Oregon,7444,195,170,3
2020-06-25,Oregon,7568,197,124,2
2020-06-26,Oregon,7818,202,250,5
2020-06-27,Oregon,8094,202,276,0
2020-06-28,Oregon,8341,202,247,0
2020-06-29,Oregon,8485,204,144,2
2020-06-30,Oregon,8656,207,171,3
2020-07-01,Oregon,8931,208,275,1
2020-07-02,Oregon,9294,209,363,1
2020-07-03,Oregon,9636,209,342,0
2020-07-04,Oregon,9930,213,294,4
2020-07-05,Oregon,10230,215,300,2
2020-07-06,Oregon,10395,215,165,0
2020-07-07,Oregon,10605,220,210,5
2020-07-08,Oregon,10817,224,212,4
2020-07-09,Oregon,11188,230,371,6
2020-07-10,Oregon,11454,232,266,2
2020-07-11,Oregon,11851,232,397,0
2020-07-12,Oregon,12170,234,319,2
2020-07-13,Oregon,12438,237,268,3
2020-07-14,Oregon,12805,244,367,7
2020-07-15,Oregon,13081,247,276,3
2020-07-16,Oregon,13509,249,428,2
2020-07-17,Oregon,13802,254,293,5
2020-07-18,Oregon,14149,257,347,3
2020-07-19,Oregon,14579,260,430,3
2020-07-20,Oregon,14847,262,268,2
2020-07-21,Oregon,15139,269,292,7
2020-07-22,Oregon,15393,271,254,2
2020-07-23,Oregon,15713,273,320,2
2020-07-24,Oregon,16104,282,391,9
2020-07-25,Oregon,16492,285,388,3
2020-07-26,Oregon,16758,289,266,4
