Date,Province_State,Cases,Deaths,New Cases,New Deaths
2020-01-22,Alabama,0,0,0,0
2020-01-23,Alabama,0,0,0,0
2020-01-24,Alabama,0,0,0,0
2020-01-25,Alabama,0,0,0,0
2020-01-26,Alabama,0,0,0,0
2020-01-27,Alabama,0,0,0,0
2020-01-28,Alabama,0,0,0,0
2020-01-29,Alabama,0,0,0,0
2020-01-30,Alabama,0,0,0,0
2020-01-31,Alabama,0,0,0,0
2020-02-01,Alabama,0,0,0,0
2020-02-02,Alabama,0,0,0,0
2020-02-03,Alabama,0,0,0,0
2020-02-04,Alabama,0,0,0,0
2020-02-05,Alabama,0,0,0,0
2020-02-06,Alabama,0,0,0,0
2020-02-07,Alabama,0,0,0,0
2020-02-08,Alabama,0,0,0,0
2020-02-09,Alabama,0,0,0,0
2020-02-10,Alabama,0,0,0,0
2020-02-11,Alabama,0,0,0,0
2020-02-12,Alabama,0,0,0,0
2020-02-13,Alabama,0,0,0,0
2020-02-14,Alabama,0,0,0,0
2020-02-15,Alabama,0,0,0,0
2020-02-16,Alabama,0,0,0,0
2020-02-17,Alabama,0,0,0,0
2020-02-18,Alabama,0,0,0,0
2020-02-19,Alabama,0,0,0,0
2020-02-20,Alabama,0,0,0,0
2020-02-21,Alabama,0,0,0,0
2020-02-22,Alabama,0,0,0,0
2020-02-23,Alabama,0,0,0,0
2020-02-24,Alabama,0,0,0,0
2020-02-25,Alabama,0,0,0,0
2020-02-26,Alabama,0,0,0,0
2020-02-27,Alabama,0,0,0,0
2020-02-28,Alabama,0,0,0,0
2020-02-29,Alabama,0,0,0,0
2020-03-01,Alabama,0,0,0,0
2020-03-02,Alabama,0,0,0,0
2020-03-03,Alabama,0,0,0,0
2020-03-04,Alabama,0,0,0,0
2020-03-05,Alabama,0,0,0,0
2020-03-06,Alabama,0,0,0,0
2020-03-07,Alabama,0,0,0,0
2020-03-08,Alabama,0,0,0,0
2020-03-09,Alabama,0,0,0,0
2020-03-10,Alabama,0,0,0,0
2020-03-11,Alabama,0,0,0,0
2020-03-12,Alabama,0,0,0,0
2020-03-13,Alabama,8,0,8,0
2020-03-14,Alabama,8,0,0,0
2020-03-15,Alabama,11,0,3,0
2020-03-16,Alabama,29,0,18,0
2020-03-17,Alabama,39,0,10,0
2020-03-18,Alabama,51,0,12,0
2020-03-19,Alabama,78,0,27,0
2020-03-20,Alabama,106,0,28,0
2020-03-21,Alabama,131,0,25,0
2020-03-22,Alabama,157,0,26,0
2020-03-23,Alabama,196,0,39,0
2020-03-24,Alabama,242,0,46,0
2020-03-25,Alabama,381,1,139,1
2020-03-26,Alabama,517,1,136,0
2020-03-27,Alabama,587,4,70,3
2020-03-28,Alabama,694,4,107,0
2020-03-29,Alabama,825,10,131,6
2020-03-30,Alabama,899,10,74,0
2020-03-31,Alabama,987,31,88,21
2020-04-01,Alabama,1060,27,73,0
2020-04-02,Alabama,1233,37,173,10
2020-04-03,Alabama,1495,38,262,1
2020-04-04,Alabama,1614,44,119,6
2020-04-05,Alabama,1765,45,151,1
2020-04-06,Alabama,1952,49,187,4
2020-04-07,Alabama,2169,64,217,15
2020-04-08,Alabama,2328,66,159,2
2020-04-09,Alabama,2703,70,375,4
2020-04-10,Alabama,2947,80,244,10
2020-04-11,Alabama,3217,92,270,12
2020-04-12,Alabama,3563,93,346,1
2020-04-13,Alabama,3734,99,171,6
2020-04-14,Alabama,3953,114,219,15
2020-04-15,Alabama,4075,118,122,4
2020-04-16,Alabama,4345,133,270,15
2020-04-17,Alabama,4571,148,226,15
2020-04-18,Alabama,4712,153,141,5
2020-04-19,Alabama,4888,157,176,4
2020-04-20,Alabama,5079,163,191,6
2020-04-21,Alabama,5317,183,238,20
2020-04-22,Alabama,5593,196,276,13
2020-04-23,Alabama,5832,202,239,6
2020-04-24,Alabama,6026,209,194,7
2020-04-25,Alabama,6026,209,0,0
2020-04-26,Alabama,6421,219,395,10
2020-04-27,Alabama,6539,228,118,9
2020-04-28,Alabama,6750,242,211,14
2020-04-29,Alabama,6912,256,162,14
2020-04-30,Alabama,7088,272,176,16
2020-05-01,Alabama,7294,289,206,17
2020-05-02,Alabama,7611,288,317,0
2020-05-03,Alabama,7888,290,277,2
2020-05-04,Alabama,8112,298,224,8
2020-05-05,Alabama,8437,315,325,17
2020-05-06,Alabama,8691,343,254,28
2020-05-07,Alabama,9046,369,355,26
2020-05-08,Alabama,9385,383,339,14
2020-05-09,Alabama,9668,390,283,7
2020-05-10,Alabama,9889,393,221,3
2020-05-11,Alabama,10164,403,275,10
2020-05-12,Alabama,10464,435,300,32
2020-05-13,Alabama,10700,450,236,15
2020-05-14,Alabama,11101,473,401,23
2020-05-15,Alabama,11373,483,272,10
2020-05-16,Alabama,11674,485,301,2
2020-05-17,Alabama,11771,488,97,3
2020-05-18,Alabama,12086,489,315,1
2020-05-19,Alabama,12376,504,290,15
2020-05-20,Alabama,13052,522,676,18
2020-05-21,Alabama,13288,529,236,7
2020-05-22,Alabama,13670,541,382,12
2020-05-23,Alabama,14117,549,447,8
2020-05-24,Alabama,14478,551,361,2
2020-05-25,Alabama,14986,566,508,15
2020-05-26,Alabama,15650,580,664,14
2020-05-27,Alabama,16032,583,382,3
2020-05-28,Alabama,16530,591,498,8
2020-05-29,Alabama,17031,610,501,19
2020-05-30,Alabama,17359,618,328,8
2020-05-31,Alabama,17952,630,593,12
2020-06-01,Alabama,19014,648,1062,18
2020-06-02,Alabama,19058,655,44,7
2020-06-03,Alabama,19148,655,90,0
2020-06-04,Alabama,19378,655,230,0
2020-06-05,Alabama,19701,680,323,25
2020-06-06,Alabama,20377,693,676,13
2020-06-07,Alabama,20834,696,457,3
2020-06-08,Alabama,21260,722,426,26
2020-06-09,Alabama,21773,733,513,11
2020-06-10,Alabama,22352,749,579,16
2020-06-11,Alabama,23216,760,864,11
2020-06-12,Alabama,24087,774,871,14
2020-06-13,Alabama,24981,778,894,4
2020-06-14,Alabama,25995,778,1014,0
2020-06-15,Alabama,26652,779,657,1
2020-06-16,Alabama,27300,791,648,12
2020-06-17,Alabama,27710,796,410,5
2020-06-18,Alabama,28616,819,906,23
2020-06-19,Alabama,29421,832,805,13
2020-06-20,Alabama,29972,848,551,16
2020-06-21,Alabama,30444,849,472,1
2020-06-22,Alabama,30877,851,433,2
2020-06-23,Alabama,31524,874,647,23
2020-06-24,Alabama,32504,903,980,29
2020-06-25,Alabama,33659,912,1155,9
2020-06-26,Alabama,34649,927,990,15
2020-06-27,Alabama,35561,940,912,13
2020-06-28,Alabama,35918,940,357,0
2020-06-29,Alabama,37668,953,1750,13
2020-06-30,Alabama,38554,974,886,21
2020-07-01,Alabama,39482,997,928,23
2020-07-02,Alabama,40618,1009,1136,12
2020-07-03,Alabama,42368,1029,1750,20
2020-07-04,Alabama,43365,1030,997,1
2020-07-05,Alabama,44456,1030,1091,0
2020-07-06,Alabama,45381,1030,925,0
2020-07-07,Alabama,46307,1059,926,29
2020-07-08,Alabama,47500,1084,1193,25
2020-07-09,Alabama,49760,1094,2260,10
2020-07-10,Alabama,51124,1131,1364,37
2020-07-11,Alabama,52600,1142,1476,11
2020-07-12,Alabama,54266,1149,1666,7
2020-07-13,Alabama,56322,1152,2056,3
2020-07-14,Alabama,58069,1192,1747,40
2020-07-15,Alabama,59909,1239,1840,47
2020-07-16,Alabama,62018,1260,2109,21
2020-07-17,Alabama,64071,1298,2053,38
2020-07-18,Alabama,66288,1319,2217,21
2020-07-19,Alabama,68157,1320,1869,1
2020-07-20,Alabama,70071,1325,1914,5
2020-07-21,Alabama,71641,1338,1570,13
2020-07-22,Alabama,73213,1403,1572,65
2020-07-23,Alabama,75728,1437,2515,34
2020-07-24,Alabama,77645,1481,1917,44
2020-07-25,Alabama,79946,1499,2301,18
2020-07-26,Alabama,81237,1518,1291,19
2020-07-27,Alabama,83101,1536,1864,18
2020-07-28,Alabama,84423,1536,1322,0
2020-07-29,Alabama,85992,1587,1569,51
2020-07-30,Alabama,88029,1614,2037,27
2020-07-31,Alabama,90168,1629,2139,15
2020-08-01,Alabama,91918,1653,1750,24
2020-08-02,Alabama,94077,1678,2159,25
2020-08-03,Alabama,95395,1686,1318,8
2020-08-04,Alabama,96514,1721,1119,35
2020-08-05,Alabama,97532,1751,1018,30
2020-08-06,Alabama,99782,1774,2250,23
2020-08-07,Alabama,101775,1796,1993,22
2020-08-08,Alabama,103733,1816,1958,20
2020-08-09,Alabama,104933,1829,1200,13
2020-08-10,Alabama,106650,1861,1717,32
2020-08-11,Alabama,107776,1913,1126,52
2020-08-12,Alabama,108771,1950,995,37
2020-08-13,Alabama,109618,1959,847,9
2020-08-14,Alabama,110422,1961,804,2
2020-08-15,Alabama,111803,1964,1381,3
2020-08-16,Alabama,112787,1966,984,2
2020-08-17,Alabama,113413,1995,626,29
2020-08-18,Alabama,114907,2005,1494,10
2020-08-19,Alabama,116172,2012,1265,7
2020-08-20,Alabama,117415,2043,1243,31
2020-08-21,Alabama,118598,2065,1183,22
2020-08-22,Alabama,119498,2080,900,15
2020-08-23,Alabama,120026,2082,528,2
2020-08-24,Alabama,122651,2098,2625,16
2020-08-25,Alabama,123530,2115,879,17
2020-08-26,Alabama,126382,2125,2852,10
2020-08-27,Alabama,129252,2162,2870,37
2020-08-28,Alabama,130647,2197,1395,35
2020-08-29,Alabama,132494,2245,1847,48
2020-08-30,Alabama,134014,2257,1520,12
2020-08-31,Alabama,134964,2281,950,24
2020-09-01,Alabama,137098,2298,2134,17
2020-09-02,Alabama,138258,2320,1160,22
2020-09-03,Alabama,139969,2346,1711,26
2020-09-04,Alabama,141497,2388,1528,42
2020-09-05,Alabama,143279,2399,1782,11
2020-09-06,Alabama,143813,2400,534,1
2020-09-07,Alabama,144472,2400,659,0
2020-01-22,Alaska,0,0,0,0
2020-01-23,Alaska,0,0,0,0
2020-01-24,Alaska,0,0,0,0
2020-01-25,Alaska,0,0,0,0
2020-01-26,Alaska,0,0,0,0
2020-01-27,Alaska,0,0,0,0
2020-01-28,Alaska,0,0,0,0
2020-01-29,Alaska,0,0,0,0
2020-01-30,Alaska,0,0,0,0
2020-01-31,Alaska,0,0,0,0
2020-02-01,Alaska,0,0,0,0
2020-02-02,Alaska,0,0,0,0
2020-02-03,Alaska,0,0,0,0
2020-02-04,Alaska,0,0,0,0
2020-02-05,Alaska,0,0,0,0
2020-02-06,Alaska,0,0,0,0
2020-02-07,Alaska,0,0,0,0
2020-02-08,Alaska,0,0,0,0
2020-02-09,Alaska,0,0,0,0
2020-02-10,Alaska,0,0,0,0
2020-02-11,Alaska,0,0,0,0
2020-02-12,Alaska,0,0,0,0
2020-02-13,Alaska,0,0,0,0
2020-02-14,Alaska,0,0,0,0
2020-02-15,Alaska,0,0,0,0
2020-02-16,Alaska,0,0,0,0
2020-02-17,Alaska,0,0,0,0
2020-02-18,Alaska,0,0,0,0
2020-02-19,Alaska,0,0,0,0
2020-02-20,Alaska,0,0,0,0
2020-02-21,Alaska,0,0,0,0
2020-02-22,Alaska,0,0,0,0
2020-02-23,Alaska,0,0,0,0
2020-02-24,Alaska,0,0,0,0
2020-02-25,Alaska,0,0,0,0
2020-02-26,Alaska,0,0,0,0
2020-02-27,Alaska,0,0,0,0
2020-02-28,Alaska,0,0,0,0
2020-02-29,Alaska,0,0,0,0
2020-03-01,Alaska,0,0,0,0
2020-03-02,Alaska,0,0,0,0
2020-03-03,Alaska,0,0,0,0
2020-03-04,Alaska,0,0,0,0
2020-03-05,Alaska,0,0,0,0
2020-03-06,Alaska,0,0,0,0
2020-03-07,Alaska,0,0,0,0
2020-03-08,Alaska,0,0,0,0
2020-03-09,Alaska,0,0,0,0
2020-03-10,Alaska,0,0,0,0
2020-03-11,Alaska,0,0,0,0
2020-03-12,Alaska,0,0,0,0
2020-03-13,Alaska,2,0,2,0
2020-03-14,Alaska,1,0,0,0
2020-03-15,Alaska,1,0,0,0
2020-03-16,Alaska,1,0,0,0
2020-03-17,Alaska,3,0,2,0
2020-03-18,Alaska,5,0,2,0
2020-03-19,Alaska,8,0,3,0
2020-03-20,Alaska,11,0,3,0
2020-03-21,Alaska,13,0,2,0
2020-03-22,Alaska,18,0,5,0
2020-03-23,Alaska,30,0,12,0
2020-03-24,Alaska,34,0,4,0
2020-03-25,Alaska,41,2,7,2
2020-03-26,Alaska,56,2,15,0
2020-03-27,Alaska,58,2,2,0
2020-03-28,Alaska,85,3,27,1
2020-03-29,Alaska,102,3,17,0
2020-03-30,Alaska,114,5,12,2
2020-03-31,Alaska,119,5,5,0
2020-04-01,Alaska,132,5,13,0
2020-04-02,Alaska,143,5,11,0
2020-04-03,Alaska,157,5,14,0
2020-04-04,Alaska,171,9,14,4
2020-04-05,Alaska,185,11,14,2
2020-04-06,Alaska,190,11,5,0
2020-04-07,Alaska,213,7,23,0
2020-04-08,Alaska,227,9,14,2
2020-04-09,Alaska,235,9,8,0
2020-04-10,Alaska,246,9,11,0
2020-04-11,Alaska,257,11,11,2
2020-04-12,Alaska,272,11,15,0
2020-04-13,Alaska,277,11,5,0
2020-04-14,Alaska,285,13,8,2
2020-04-15,Alaska,293,13,8,0
2020-04-16,Alaska,300,13,7,0
2020-04-17,Alaska,309,13,9,0
2020-04-18,Alaska,314,13,5,0
2020-04-19,Alaska,319,13,5,0
2020-04-20,Alaska,321,13,2,0
2020-04-21,Alaska,329,13,8,0
2020-04-22,Alaska,335,13,6,0
2020-04-23,Alaska,337,13,2,0
2020-04-24,Alaska,339,13,2,0
2020-04-25,Alaska,339,13,0,0
2020-04-26,Alaska,340,13,1,0
2020-04-27,Alaska,345,13,5,0
2020-04-28,Alaska,351,13,6,0
2020-04-29,Alaska,355,13,4,0
2020-04-30,Alaska,355,13,0,0
2020-05-01,Alaska,364,9,9,0
2020-05-02,Alaska,365,9,1,0
2020-05-03,Alaska,368,9,3,0
2020-05-04,Alaska,370,9,2,0
2020-05-05,Alaska,371,9,1,0
2020-05-06,Alaska,372,10,1,1
2020-05-07,Alaska,374,10,2,0
2020-05-08,Alaska,377,10,3,0
2020-05-09,Alaska,378,10,1,0
2020-05-10,Alaska,379,10,1,0
2020-05-11,Alaska,379,10,0,0
2020-05-12,Alaska,387,10,8,0
2020-05-13,Alaska,387,10,0,0
2020-05-14,Alaska,387,10,0,0
2020-05-15,Alaska,389,10,2,0
2020-05-16,Alaska,389,10,0,0
2020-05-17,Alaska,389,10,0,0
2020-05-18,Alaska,389,10,0,0
2020-05-19,Alaska,401,10,12,0
2020-05-20,Alaska,401,10,0,0
2020-05-21,Alaska,401,10,0,0
2020-05-22,Alaska,403,10,2,0
2020-05-23,Alaska,407,10,4,0
2020-05-24,Alaska,407,10,0,0
2020-05-25,Alaska,408,10,1,0
2020-05-26,Alaska,410,10,2,0
2020-05-27,Alaska,411,10,1,0
2020-05-28,Alaska,424,10,13,0
2020-05-29,Alaska,429,10,5,0
2020-05-30,Alaska,433,10,4,0
2020-05-31,Alaska,459,10,26,0
2020-06-01,Alaska,466,10,7,0
2020-06-02,Alaska,486,10,20,0
2020-06-03,Alaska,504,10,18,0
2020-06-04,Alaska,512,10,8,0
2020-06-05,Alaska,523,10,11,0
2020-06-06,Alaska,535,10,12,0
2020-06-07,Alaska,543,10,8,0
2020-06-08,Alaska,562,10,19,0
2020-06-09,Alaska,572,11,10,1
2020-06-10,Alaska,592,11,20,0
2020-06-11,Alaska,609,11,17,0
2020-06-12,Alaska,624,12,15,1
2020-06-13,Alaska,653,12,29,0
2020-06-14,Alaska,660,12,7,0
2020-06-15,Alaska,663,12,3,0
2020-06-16,Alaska,675,12,12,0
2020-06-17,Alaska,695,12,20,0
2020-06-18,Alaska,707,12,12,0
2020-06-19,Alaska,720,12,13,0
2020-06-20,Alaska,741,12,21,0
2020-06-21,Alaska,752,12,11,0
2020-06-22,Alaska,758,12,6,0
2020-06-23,Alaska,760,12,2,0
2020-06-24,Alaska,789,12,29,0
2020-06-25,Alaska,813,12,24,0
2020-06-26,Alaska,833,14,20,2
2020-06-27,Alaska,851,14,18,0
2020-06-28,Alaska,880,14,29,0
2020-06-29,Alaska,901,14,21,0
2020-06-30,Alaska,937,14,36,0
2020-07-01,Alaska,975,14,38,0
2020-07-02,Alaska,1014,14,39,0
2020-07-03,Alaska,1060,16,46,2
2020-07-04,Alaska,1107,17,47,1
2020-07-05,Alaska,1134,17,27,0
2020-07-06,Alaska,1162,17,28,0
2020-07-07,Alaska,1180,19,18,2
2020-07-08,Alaska,1222,19,42,0
2020-07-09,Alaska,1268,19,46,0
2020-07-10,Alaska,1323,17,55,0
2020-07-11,Alaska,1385,17,62,0
2020-07-12,Alaska,1479,17,94,0
2020-07-13,Alaska,1539,17,60,0
2020-07-14,Alaska,1579,17,40,0
2020-07-15,Alaska,1631,17,52,0
2020-07-16,Alaska,1693,17,62,0
2020-07-17,Alaska,1734,17,41,0
2020-07-18,Alaska,1796,18,62,1
2020-07-19,Alaska,1875,18,79,0
2020-07-20,Alaska,1950,18,75,0
2020-07-21,Alaska,2042,18,92,0
2020-07-22,Alaska,2131,19,89,1
2020-07-23,Alaska,2193,19,62,0
2020-07-24,Alaska,2249,19,56,0
2020-07-25,Alaska,2339,20,90,1
2020-07-26,Alaska,2525,20,186,0
2020-07-27,Alaska,2623,21,98,1
2020-07-28,Alaska,2730,22,107,1
2020-07-29,Alaska,2798,22,68,0
2020-07-30,Alaska,2879,23,81,1
2020-07-31,Alaska,2990,23,111,0
2020-08-01,Alaska,3136,24,146,1
2020-08-02,Alaska,3280,24,144,0
2020-08-03,Alaska,3341,25,61,1
2020-08-04,Alaska,3394,25,53,0
2020-08-05,Alaska,3448,25,54,0
2020-08-06,Alaska,3483,25,35,0
2020-08-07,Alaska,3536,25,53,0
2020-08-08,Alaska,3613,26,77,1
2020-08-09,Alaska,3711,26,98,0
2020-08-10,Alaska,3774,26,63,0
2020-08-11,Alaska,3819,26,45,0
2020-08-12,Alaska,3879,27,60,1
2020-08-13,Alaska,3965,27,86,0
2020-08-14,Alaska,4075,27,110,0
2020-08-15,Alaska,4157,28,82,1
2020-08-16,Alaska,4260,28,103,0
2020-08-17,Alaska,4310,28,50,0
2020-08-18,Alaska,4372,29,62,1
2020-08-19,Alaska,4439,29,67,0
2020-08-20,Alaska,4521,29,82,0
2020-08-21,Alaska,4589,30,68,1
2020-08-22,Alaska,4678,31,89,1
2020-08-23,Alaska,4742,32,64,1
2020-08-24,Alaska,4812,32,70,0
2020-08-25,Alaska,4845,36,33,4
2020-08-26,Alaska,4897,37,52,1
2020-08-27,Alaska,4977,37,80,0
2020-08-28,Alaska,5096,37,119,0
2020-08-29,Alaska,5184,37,88,0
2020-08-30,Alaska,5227,37,43,0
2020-08-31,Alaska,5264,37,37,0
2020-09-01,Alaska,5299,39,35,2
2020-09-02,Alaska,5363,39,64,0
2020-09-03,Alaska,5465,40,102,1
2020-09-04,Alaska,5585,40,120,0
2020-09-05,Alaska,5678,42,93,2
2020-09-06,Alaska,5761,42,83,0
2020-09-07,Alaska,5794,42,33,0
2020-01-22,American Samoa,0,0,0,0
2020-01-23,American Samoa,0,0,0,0
2020-01-24,American Samoa,0,0,0,0
2020-01-25,American Samoa,0,0,0,0
2020-01-26,American Samoa,0,0,0,0
2020-01-27,American Samoa,0,0,0,0
2020-01-28,American Samoa,0,0,0,0
2020-01-29,American Samoa,0,0,0,0
2020-01-30,American Samoa,0,0,0,0
2020-01-31,American Samoa,0,0,0,0
2020-02-01,American Samoa,0,0,0,0
2020-02-02,American Samoa,0,0,0,0
2020-02-03,American Samoa,0,0,0,0
2020-02-04,American Samoa,0,0,0,0
2020-02-05,American Samoa,0,0,0,0
2020-02-06,American Samoa,0,0,0,0
2020-02-07,American Samoa,0,0,0,0
2020-02-08,American Samoa,0,0,0,0
2020-02-09,American Samoa,0,0,0,0
2020-02-10,American Samoa,0,0,0,0
2020-02-11,American Samoa,0,0,0,0
2020-02-12,American Samoa,0,0,0,0
2020-02-13,American Samoa,0,0,0,0
2020-02-14,American Samoa,0,0,0,0
2020-02-15,American Samoa,0,0,0,0
2020-02-16,American Samoa,0,0,0,0
2020-02-17,American Samoa,0,0,0,0
2020-02-18,American Samoa,0,0,0,0
2020-02-19,American Samoa,0,0,0,0
2020-02-20,American Samoa,0,0,0,0
2020-02-21,American Samoa,0,0,0,0
2020-02-22,American Samoa,0,0,0,0
2020-02-23,American Samoa,0,0,0,0
2020-02-24,American Samoa,0,0,0,0
2020-02-25,American Samoa,0,0,0,0
2020-02-26,American Samoa,0,0,0,0
2020-02-27,American Samoa,0,0,0,0
2020-02-28,American Samoa,0,0,0,0
2020-02-29,American Samoa,0,0,0,0
2020-03-01,American Samoa,0,0,0,0
2020-03-02,American Samoa,0,0,0,0
2020-03-03,American Samoa,0,0,0,0
2020-03-04,American Samoa,0,0,0,0
2020-03-05,American Samoa,0,0,0,0
2020-03-06,American Samoa,0,0,0,0
2020-03-07,American Samoa,0,0,0,0
2020-03-08,American Samoa,0,0,0,0
2020-03-09,American Samoa,0,0,0,0
2020-03-10,American Samoa,0,0,0,0
2020-03-11,American Samoa,0,0,0,0
2020-03-12,American Samoa,0,0,0,0
2020-03-13,American Samoa,0,0,0,0
2020-03-14,American Samoa,0,0,0,0
2020-03-15,American Samoa,0,0,0,0
2020-03-16,American Samoa,0,0,0,0
2020-03-17,American Samoa,0,0,0,0
2020-03-18,American Samoa,0,0,0,0
2020-03-19,American Samoa,0,0,0,0
2020-03-20,American Samoa,0,0,0,0
2020-03-21,American Samoa,0,0,0,0
2020-03-22,American Samoa,0,0,0,0
2020-03-23,American Samoa,0,0,0,0
2020-03-24,American Samoa,0,0,0,0
2020-03-25,American Samoa,0,0,0,0
2020-03-26,American Samoa,0,0,0,0
2020-03-27,American Samoa,0,0,0,0
2020-03-28,American Samoa,0,0,0,0
2020-03-29,American Samoa,0,0,0,0
2020-03-30,American Samoa,0,0,0,0
2020-03-31,American Samoa,0,0,0,0
2020-04-01,American Samoa,0,0,0,0
2020-04-02,American Samoa,0,0,0,0
2020-04-03,American Samoa,0,0,0,0
2020-04-04,American Samoa,0,0,0,0
2020-04-05,American Samoa,0,0,0,0
2020-04-06,American Samoa,0,0,0,0
2020-04-07,American Samoa,0,0,0,0
2020-04-08,American Samoa,0,0,0,0
2020-04-09,American Samoa,0,0,0,0
2020-04-10,American Samoa,0,0,0,0
2020-04-11,American Samoa,0,0,0,0
2020-04-12,American Samoa,0,0,0,0
2020-04-13,American Samoa,0,0,0,0
2020-04-14,American Samoa,0,0,0,0
2020-04-15,American Samoa,0,0,0,0
2020-04-16,American Samoa,0,0,0,0
2020-04-17,American Samoa,0,0,0,0
2020-04-18,American Samoa,0,0,0,0
2020-04-19,American Samoa,0,0,0,0
2020-04-20,American Samoa,0,0,0,0
2020-04-21,American Samoa,0,0,0,0
2020-04-22,American Samoa,0,0,0,0
2020-04-23,American Samoa,0,0,0,0
2020-04-24,American Samoa,0,0,0,0
2020-04-25,American Samoa,0,0,0,0
2020-04-26,American Samoa,0,0,0,0
2020-04-27,American Samoa,0,0,0,0
2020-04-28,American Samoa,0,0,0,0
2020-04-29,American Samoa,0,0,0,0
2020-04-30,American Samoa,0,0,0,0
2020-05-01,American Samoa,0,0,0,0
2020-05-02,American Samoa,0,0,0,0
2020-05-03,American Samoa,0,0,0,0
2020-05-04,American Samoa,0,0,0,0
2020-05-05,American Samoa,0,0,0,0
2020-05-06,American Samoa,0,0,0,0
2020-05-07,American Samoa,0,0,0,0
2020-05-08,American Samoa,0,0,0,0
2020-05-09,American Samoa,0,0,0,0
2020-05-10,American Samoa,0,0,0,0
2020-05-11,American Samoa,0,0,0,0
2020-05-12,American Samoa,0,0,0,0
2020-05-13,American Samoa,0,0,0,0
2020-05-14,American Samoa,0,0,0,0
2020-05-15,American Samoa,0,0,0,0
2020-05-16,American Samoa,0,0,0,0
2020-05-17,American Samoa,0,0,0,0
2020-05-18,American Samoa,0,0,0,0
2020-05-19,American Samoa,0,0,0,0
2020-05-20,American Samoa,0,0,0,0
2020-05-21,American Samoa,0,0,0,0
2020-05-22,American Samoa,0,0,0,0
2020-05-23,American Samoa,0,0,0,0
2020-05-24,American Samoa,0,0,0,0
2020-05-25,American Samoa,0,0,0,0
2020-05-26,American Samoa,0,0,0,0
2020-05-27,American Samoa,0,0,0,0
2020-05-28,American Samoa,0,0,0,0
2020-05-29,American Samoa,0,0,0,0
2020-05-30,American Samoa,0,0,0,0
2020-05-31,American Samoa,0,0,0,0
2020-06-01,American Samoa,0,0,0,0
2020-06-02,American Samoa,0,0,0,0
2020-06-03,American Samoa,0,0,0,0
2020-06-04,American Samoa,0,0,0,0
2020-06-05,American Samoa,0,0,0,0
2020-06-06,American Samoa,0,0,0,0
2020-06-07,American Samoa,0,0,0,0
2020-06-08,American Samoa,0,0,0,0
2020-06-09,American Samoa,0,0,0,0
2020-06-10,American Samoa,0,0,0,0
2020-06-11,American Samoa,0,0,0,0
2020-06-12,American Samoa,0,0,0,0
2020-06-13,American Samoa,0,0,0,0
2020-06-14,American Samoa,0,0,0,0
2020-06-15,American Samoa,0,0,0,0
2020-06-16,American Samoa,0,0,0,0
2020-06-17,American Samoa,0,0,0,0
2020-06-18,American Samoa,0,0,0,0
2020-06-19,American Samoa,0,0,0,0
2020-06-20,American Samoa,0,0,0,0
2020-06-21,American Samoa,0,0,0,0
2020-06-22,American Samoa,0,0,0,0
2020-06-23,American Samoa,0,0,0,0
2020-06-24,American Samoa,0,0,0,0
2020-06-25,American Samoa,0,0,0,0
2020-06-26,American Samoa,0,0,0,0
2020-06-27,American Samoa,0,0,0,0
2020-06-28,American Samoa,0,0,0,0
2020-06-29,American Samoa,0,0,0,0
2020-06-30,American Samoa,0,0,0,0
2020-07-01,American Samoa,0,0,0,0
2020-07-02,American Samoa,0,0,0,0
2020-07-03,American Samoa,0,0,0,0
2020-07-04,American Samoa,0,0,0,0
2020-07-05,American Samoa,0,0,0,0
2020-07-06,American Samoa,0,0,0,0
2020-07-07,American Samoa,0,0,0,0
2020-07-08,American Samoa,0,0,0,0
2020-07-09,American Samoa,0,0,0,0
2020-07-10,American Samoa,0,0,0,0
2020-07-11,American Samoa,0,0,0,0
2020-07-12,American Samoa,0,0,0,0
2020-07-13,American Samoa,0,0,0,0
2020-07-14,American Samoa,0,0,0,0
2020-07-15,American Samoa,0,0,0,0
2020-07-16,American Samoa,0,0,0,0
2020-07-17,American Samoa,0,0,0,0
2020-07-18,American Samoa,0,0,0,0
2020-07-19,American Samoa,0,0,0,0
2020-07-20,American Samoa,0,0,0,0
2020-07-21,American Samoa,0,0,0,0
2020-07-22,American Samoa,0,0,0,0
2020-07-23,American Samoa,0,0,0,0
2020-07-24,American Samoa,0,0,0,0
2020-07-25,American Samoa,0,0,0,0
2020-07-26,American Samoa,0,0,0,0
2020-07-27,American Samoa,0,0,0,0
2020-07-28,American Samoa,0,0,0,0
2020-07-29,American Samoa,0,0,0,0
2020-07-30,American Samoa,0,0,0,0
2020-07-31,American Samoa,0,0,0,0
2020-08-01,American Samoa,0,0,0,0
2020-08-02,American Samoa,0,0,0,0
2020-08-03,American Samoa,0,0,0,0
2020-08-04,American Samoa,0,0,0,0
2020-08-05,American Samoa,0,0,0,0
2020-08-06,American Samoa,0,0,0,0
2020-08-07,American Samoa,0,0,0,0
2020-08-08,American Samoa,0,0,0,0
2020-08-09,American Samoa,0,0,0,0
2020-08-10,American Samoa,0,0,0,0
2020-08-11,American Samoa,0,0,0,0
2020-08-12,American Samoa,0,0,0,0
2020-08-13,American Samoa,0,0,0,0
2020-08-14,American Samoa,0,0,0,0
2020-08-15,American Samoa,0,0,0,0
2020-08-16,American Samoa,0,0,0,0
2020-08-17,American Samoa,0,0,0,0
2020-08-18,American Samoa,0,0,0,0
